Ankray,Orday,Artpay ofay eechspay,Equencyfray,Ispersionday
3152,assignmentay,nay,9874,0.93
3153,estrictionray,nay,9928,0.93
3154,acrossay,ray,9825,0.94
3155,Alestinianpay,nay,10484,0.88
3156,aboratorylay,nay,9972,0.92
3157,orkshopay,nay,9926,0.93
3158,ifferentlyday,ray,9565,0.96
3159,autoay,nay,10006,0.92
3160,omanticray,jay,9561,0.96
3161,ottoncay,nay,9734,0.94
3162,otormay,nay,9977,0.92
3163,uesay,vay,9797,0.94
3164,avorflay,nay,10143,0.91
3165,overlookay,vay,9553,0.96
3166,oatflay,vay,9982,0.92
3167,undergoay,vay,9826,0.93
3168,equencesay,nay,10041,0.91
3169,emonstrationday,nay,9729,0.94
3170,etjay,nay,9690,0.95
3171,orangeay,jay,9755,0.94
3172,onsumptioncay,nay,10162,0.90
3173,assertay,vay,10125,0.90
3174,adeblay,nay,10394,0.88
3175,emporarytay,jay,9465,0.96
3176,edicationmay,nay,9789,0.93
3177,intpray,vay,9508,0.96
3178,abincay,nay,9955,0.92
3179,itebay,vay,9982,0.91
3180,elativeray,jay,10283,0.89
3181,editionay,nay,9638,0.95
3182,alleyvay,nay,9708,0.94
3183,oursyay,pay,10004,0.91
3184,itchpay,nay,9586,0.95
3185,inepay,nay,9824,0.93
3186,illiantbray,jay,9493,0.96
3187,ersusvay,iay,10007,0.91
3188,anufacturingmay,nay,9822,0.92
3189,iskray,vay,9285,0.98
3190,Istianchray,nay,9751,0.93
3191,omplexcay,nay,9573,0.95
3192,absoluteay,jay,9622,0.94
3193,efchay,nay,10131,0.89
3194,iscriminationday,nay,9872,0.92
3195,offensiveay,jay,9902,0.91
3196,Ermangay,nay,9586,0.94
3197,uitsay,vay,9477,0.95
3198,oombay,nay,9457,0.96
3199,egisterray,vay,9389,0.96
3200,appointay,vay,9541,0.95
3201,eritagehay,nay,9670,0.93
3202,Odgay,nay,9694,0.93
3203,erroristtay,jay,10390,0.87
3204,ominantday,jay,10143,0.89
3205,uccessfullysay,ray,9728,0.93
3206,itshay,nay,11047,0.82
3207,emonlay,nay,10095,0.89
3208,ungryhay,jay,9653,0.93
3209,ensesay,vay,9697,0.93
3210,ydray,vay,9678,0.93
3211,anderay,vay,9822,0.92
3212,ubmitsay,vay,9507,0.95
3213,economicsay,nay,9758,0.92
3214,akednay,jay,9897,0.91
3215,anticipateay,vay,9345,0.96
3216,utnay,nay,9605,0.94
3217,egacylay,nay,9461,0.95
3218,extensionay,nay,9672,0.93
3219,ugshray,vay,10689,0.84
3220,yflay,nay,9689,0.93
3221,atterybay,nay,9793,0.92
3222,arrivalay,nay,9302,0.97
3223,egitimatelay,jay,9543,0.94
3224,orientationay,nay,10613,0.85
3225,inflationay,nay,9758,0.92
3226,opecay,vay,9952,0.90
3227,ameflay,nay,9716,0.92
3228,usterclay,nay,9821,0.91
3229,osthay,vay,9750,0.92
3230,ounday,nay,9404,0.95
3231,ependentday,jay,10029,0.89
3232,owershay,nay,9624,0.93
3233,institutionalay,jay,10397,0.86
3234,epictday,vay,9721,0.92
3235,operatingay,nay,9480,0.94
3236,eshflay,nay,9867,0.90
3237,aragegay,nay,9573,0.93
3238,operatoray,nay,9351,0.95
3239,instructoray,nay,9912,0.90
3240,ollapsecay,vay,9163,0.97
3241,orrowbay,vay,9150,0.97
3242,urthermorefay,ray,10349,0.86
3243,omedycay,nay,9596,0.93
3244,ortgagemay,nay,10022,0.89
3245,anctionsay,nay,10163,0.87
3246,iviliancay,jay,9684,0.92
3247,elvetay,may,9638,0.92
3248,eeklyay,jay,9297,0.95
3249,abitathay,nay,9665,0.92
3250,aingray,nay,9520,0.93
3251,ushbray,vay,9806,0.90
3252,onsciousnesscay,nay,9758,0.91
3253,evoteday,vay,9326,0.95
3254,ackcray,vay,9334,0.94
3255,easurementmay,nay,10187,0.87
3256,ovincepray,nay,9491,0.93
3257,easeay,vay,9247,0.95
3258,eizesay,vay,9106,0.97
3259,ethicsay,nay,9561,0.92
3260,ominationnay,nay,9698,0.91
3261,ermissionpay,nay,9298,0.95
3262,iseay,jay,9101,0.97
3263,actressay,nay,9448,0.93
3264,ummitsay,nay,9628,0.91
3265,aciday,nay,9772,0.90
3266,oddsay,nay,9094,0.96
3267,iftedgay,jay,10941,0.80
3268,ustrationfray,nay,9005,0.97
3269,ediummay,nay,9523,0.92
3270,unctionfay,vay,9570,0.91
3271,ysicallyphay,ray,9039,0.97
3272,antgray,nay,9372,0.93
3273,istinguishday,vay,9664,0.90
3274,oreshay,nay,9191,0.95
3275,epeatedlyray,ray,9059,0.96
3276,unglay,nay,9206,0.95
3277,irmfay,jay,9036,0.97
3278,unningray,jay,9271,0.94
3279,orrectcay,vay,8988,0.97
3280,istinctday,jay,9682,0.90
3281,artisticay,jay,9423,0.93
3282,iscourseday,nay,10560,0.83
3283,asketbay,nay,9316,0.94
3284,ahay,uay,9788,0.89
3285,ightingfay,nay,9274,0.94
3286,impressiveay,jay,9100,0.95
3287,ompetitorcay,nay,9377,0.93
3288,uglyay,jay,9267,0.94
3289,orrieday,jay,9215,0.94
3290,ortraypay,vay,9202,0.94
3291,owderpay,nay,9639,0.90
3292,ostghay,nay,9564,0.91
3293,ersuadepay,vay,8998,0.96
3294,oderatemay,jay,9220,0.94
3295,ubsequentsay,jay,9796,0.89
3296,ontinuedcay,jay,9402,0.92
3297,ookiecay,nay,9480,0.91
3298,arriercay,nay,9251,0.94
3299,ookingcay,nay,9403,0.92
3300,equentfray,jay,9267,0.93
3301,anbay,vay,9226,0.94
3302,ingsay,nay,9214,0.94
3303,orangeay,nay,9219,0.94
3304,awfulay,jay,9300,0.93
3305,admireay,vay,9016,0.96
3306,etpay,nay,9118,0.95
3307,iraclemay,nay,8981,0.96
3308,exceeday,vay,9362,0.92
3309,ythmrhay,nay,9010,0.96
3310,idespreaday,jay,9319,0.93
3311,illingkay,nay,9109,0.95
3312,ovelylay,jay,9327,0.92
3313,insay,nay,9048,0.95
3314,aritychay,nay,9054,0.95
3315,iptscray,nay,8924,0.96
3316,actictay,nay,8993,0.96
3317,identificationay,nay,9793,0.88
3318,ansformationtray,nay,9561,0.90
3319,everydayay,jay,9065,0.95
3320,eadlinehay,nay,9272,0.92
3321,ashcray,vay,9101,0.94
3322,enturevay,nay,9278,0.92
3323,invasionay,nay,9412,0.91
3324,ilitarymay,nay,9288,0.92
3325,onethelessnay,ray,9168,0.93
3326,adequateay,jay,9406,0.91
3327,ianopay,nay,8968,0.95
3328,ocerygray,nay,9017,0.95
3329,intensityay,nay,9238,0.92
3330,exhibitay,vay,9459,0.90
3331,ighhay,ray,8771,0.97
3332,anketblay,nay,9385,0.91
3333,arginmay,nay,8994,0.95
3334,incipalpray,jay,9218,0.92
3335,arterbackquay,nay,10014,0.85
3336,ousemay,nay,9449,0.90
3337,operay,nay,9300,0.91
3338,oncretecay,jay,8871,0.96
3339,escriptionpray,nay,9169,0.93
3340,Africanay-Americanay,jay,9121,0.93
3341,asechay,vay,8980,0.95
3342,ocumentday,vay,9274,0.91
3343,ickbray,nay,9069,0.93
3344,ecruitray,vay,9028,0.94
3345,atchpay,nay,9155,0.93
3346,onsensuscay,nay,9250,0.92
3347,orrorhay,nay,8875,0.95
3348,ecordingray,nay,8866,0.95
3349,angingchay,jay,9055,0.93
3350,ainterpay,nay,9153,0.92
3351,olonialcay,jay,9628,0.88
3352,iepay,nay,9019,0.94
3353,akesay,nay,8954,0.94
3354,azegay,nay,9852,0.86
3355,ouragecay,nay,8720,0.97
3356,egnancypray,nay,8944,0.94
3357,earsay,vay,9181,0.92
3358,efeatday,vay,8945,0.94
3359,ueclay,nay,8732,0.97
3360,einforceray,vay,9345,0.90
3361,inay,nay,9584,0.88
3362,onfusioncay,nay,8751,0.96
3363,iceslay,nay,9337,0.90
3364,occupationay,nay,9115,0.92
3365,earday,jay,9151,0.92
3366,oalcay,nay,8928,0.94
3367,acredsay,jay,9018,0.93
3368,iminalcray,nay,8854,0.95
3369,ormulafay,nay,8965,0.94
3370,ognitivecay,jay,10166,0.83
3371,ollectivecay,jay,9384,0.90
3372,exactay,jay,8643,0.97
3373,uncleay,nay,9355,0.90
3374,aresquay,nay,8906,0.94
3375,aptaincay,nay,9087,0.92
3376,ighsay,vay,10099,0.83
3377,attributeay,vay,9228,0.91
3378,areday,vay,9033,0.93
3379,okayay,jay,9499,0.88
3380,omelesshay,jay,9149,0.92
3381,oolcay,vay,8980,0.93
3382,allerygay,nay,8963,0.93
3383,occersay,nay,9212,0.91
3384,efendantday,nay,9230,0.91
3385,unneltay,nay,9024,0.93
3386,itnessfay,nay,9261,0.90
3387,aplay,nay,9260,0.90
3388,avegray,nay,8868,0.94
3389,oetay,nay,9047,0.92
3390,ontainercay,nay,8956,0.93
3391,irtuevay,nay,9111,0.91
3392,abroaday,ray,8788,0.95
3393,architectay,nay,8969,0.93
3394,amaticallydray,ray,8712,0.95
3395,akeupmay,nay,8916,0.93
3396,inquiryay,nay,9136,0.91
3397,oseray,nay,8988,0.92
3398,urprisinglysay,ray,8704,0.95
3399,ighlighthay,vay,9119,0.91
3400,ecreaseday,vay,9291,0.89
3401,indicationay,nay,8715,0.95
3402,ailray,nay,8826,0.93
3403,anniversaryay,nay,8676,0.95
3404,ouchcay,nay,9209,0.89
3405,allianceay,nay,8948,0.92
3406,ypothesishay,nay,9890,0.83
3407,oyfriendbay,nay,8755,0.94
3408,omposecay,vay,8866,0.93
3409,eerpay,vay,9099,0.90
3410,essmay,nay,8745,0.94
3411,ankray,vay,8879,0.92
3412,egendlay,nay,8660,0.95
3413,egulateray,vay,8856,0.93
3414,adolescentay,nay,10568,0.78
3415,ineshay,vay,8984,0.91
3416,ormnay,nay,9360,0.88
3417,upsetay,vay,8570,0.96
3418,emarkray,nay,8453,0.97
3419,esignray,vay,8867,0.92
3420,ewardray,nay,8662,0.94
3421,entlegay,jay,8766,0.93
3422,elatedray,jay,9227,0.89
3423,organay,nay,8596,0.95
3424,ightlylay,ray,8893,0.92
3425,oncerningcay,iay,9329,0.87
3426,inventay,vay,8461,0.96
3427,aughterlay,nay,9019,0.90
3428,itfay,jay,8550,0.95
3429,orthwestnay,nay,8650,0.94
3430,ounselingcay,nay,9303,0.88
3431,ighttay,ray,8980,0.91
3432,eceiverray,nay,8882,0.92
3433,itualray,nay,8883,0.92
3434,insectay,nay,8814,0.92
3435,interruptay,vay,8757,0.93
3436,almonsay,nay,8860,0.92
3437,avorfay,nay,8403,0.97
3438,adingtray,nay,8787,0.93
3439,oncerncay,vay,8702,0.93
3440,agicmay,jay,8506,0.95
3441,uperiorsay,jay,8632,0.94
3442,ombatcay,nay,8675,0.94
3443,emstay,nay,8963,0.90
3444,urgeonsay,nay,8519,0.95
3445,acceptableay,jay,8723,0.93
3446,ysicsphay,nay,9184,0.88
3447,aperay,nay,8790,0.92
3448,ounselcay,nay,9387,0.86
3449,ushbray,nay,8821,0.92
3450,eansjay,nay,8851,0.91
3451,unthay,vay,8812,0.92
3452,ontinuouscay,jay,8996,0.90
3453,oglay,nay,8606,0.94
3454,echoay,vay,8477,0.95
3455,illpay,nay,8537,0.94
3456,exciteday,jay,8491,0.95
3457,ulpturescay,nay,8659,0.93
3458,ompoundcay,nay,8573,0.94
3459,integrateay,vay,9060,0.89
3460,ourflay,nay,9103,0.88
3461,itterbay,jay,8353,0.96
3462,arebay,jay,8943,0.90
3463,opeslay,nay,8573,0.94
3464,entray,vay,8446,0.95
3465,esidencypray,nay,8814,0.91
3466,ervingsay,nay,9453,0.85
3467,ubtlesay,jay,8442,0.95
3468,eatlygray,ray,8648,0.93
3469,ishopbay,nay,8639,0.93
3470,inkingdray,nay,8446,0.95
3471,elayday,vay,8333,0.96
3472,ycray,nay,8648,0.93
3473,acceptanceay,nay,8870,0.90
3474,ollapsecay,nay,8397,0.95
3475,opshay,vay,8509,0.94
3476,umppay,nay,8617,0.93
3477,andycay,nay,8633,0.93
3478,evilay,nay,8391,0.95
3479,inalfay,nay,8964,0.89
3480,inancefay,vay,8571,0.93
3481,easedplay,jay,8502,0.94
3482,edalmay,nay,8991,0.89
3483,egbay,vay,8542,0.93
3484,onsorspay,vay,8542,0.93
3485,ethicalay,jay,9018,0.88
3486,econdarysay,jay,9121,0.87
3487,amslay,vay,9076,0.88
3488,exportay,nay,9013,0.88
3489,experimentalay,jay,9019,0.88
3490,eltmay,vay,8533,0.93
3491,idnightmay,nay,8440,0.94
3492,etnay,jay,8563,0.93
3493,urvecay,nay,8397,0.95
3494,integrityay,nay,8463,0.94
3495,entitleay,vay,8381,0.95
3496,evidentay,jay,8753,0.91
3497,ogiclay,nay,8646,0.92
3498,essenceay,nay,8388,0.94
3499,arkpay,vay,8650,0.92
3500,excludeay,vay,8780,0.90
3501,arshhay,jay,8092,0.98
3502,osetclay,nay,8597,0.92
3503,uburbansay,jay,8463,0.93
3504,eetgray,vay,8367,0.94
3505,avorfay,iay,8357,0.94
3506,interioray,nay,8370,0.94
3507,orridorcay,nay,8842,0.89
3508,urdermay,vay,8462,0.93
3509,etailray,jay,8600,0.92
3510,itcherpay,nay,8835,0.89
3511,archmay,vay,8267,0.95
3512,akesnay,nay,8523,0.92
3513,itchpay,vay,8628,0.91
3514,excuseay,vay,8722,0.90
3515,osscray,nay,8207,0.96
3516,eaknessay,nay,8275,0.95
3517,igpay,nay,8307,0.95
3518,oldcay,nay,8527,0.92
3519,assicalclay,jay,8475,0.93
3520,estimateday,jay,8464,0.93
3521,TAY-irtshay,nay,8386,0.94
3522,onlineay,ray,8729,0.90
3523,unemploymentay,nay,8471,0.93
3524,ivilizationcay,nay,8447,0.93
3525,oldfay,vay,8630,0.91
3526,atientpay,jay,8504,0.92
3527,oppay,nay,8316,0.94
3528,ailyday,ray,8405,0.93
3529,everseray,vay,8154,0.96
3530,issingmay,jay,8232,0.95
3531,orrelationcay,nay,9584,0.82
3532,umanityhay,nay,8259,0.95
3533,ashflay,vay,8815,0.89
3534,eveloperday,nay,8671,0.90
3535,eliableray,jay,8302,0.94
3536,excitementay,nay,8160,0.96
3537,eefbay,nay,8416,0.93
3538,Islamay,nay,8755,0.89
3539,Omanray,jay,8299,0.94
3540,etchstray,nay,8285,0.94
3541,architectureay,nay,8449,0.92
3542,occasionalay,jay,8162,0.95
3543,administrativeay,jay,8895,0.88
3544,elboway,nay,8536,0.91
3545,eadlyday,jay,8196,0.95
3546,Uslimmay,nay,8498,0.91
3547,Ispanichay,jay,8690,0.89
3548,allegationay,nay,8675,0.89
3549,iptay,vay,8300,0.93
3550,onfusecay,vay,8045,0.96
3551,airplaneay,nay,8254,0.94
3552,onthlymay,jay,8335,0.93
3553,uckday,nay,8335,0.93
3554,oseday,nay,8291,0.93
3555,Oreankay,jay,8441,0.92
3556,eadplay,vay,8140,0.95
3557,initiateay,vay,8630,0.90
3558,ecturelay,nay,8278,0.93
3559,anvay,nay,8364,0.92
3560,ixthsay,may,8170,0.95
3561,aybay,nay,8209,0.94
3562,ainstreammay,jay,8170,0.94
3563,uburbsay,nay,8249,0.93
3564,andwichsay,nay,8298,0.93
3565,unlikeay,jay,8103,0.95
3566,unktray,nay,8400,0.92
3567,umorray,nay,8023,0.96
3568,implementationay,nay,9293,0.83
3569,allowsay,vay,8583,0.90
3570,otivatemay,vay,8324,0.92
3571,enderray,vay,8288,0.93
3572,ongtimelay,jay,8439,0.91
3573,aptray,vay,8030,0.96
3574,estrictray,vay,8340,0.92
3575,othclay,nay,8287,0.93
3576,eeminglysay,ray,8010,0.96
3577,egislativelay,jay,8384,0.91
3578,effectivenessay,nay,8889,0.86
3579,enforceay,vay,8162,0.94
3580,enslay,nay,8313,0.92
3581,eachray,nay,7982,0.96
3582,inspectoray,nay,8652,0.88
3583,endlay,vay,7961,0.96
3584,ainplay,jay,8015,0.95
3585,audfray,nay,8176,0.93
3586,ompanioncay,nay,8136,0.94
3587,ontendcay,vay,8249,0.93
3588,ailnay,nay,8255,0.92
3589,arrayay,nay,8167,0.93
3590,ictstray,jay,8013,0.95
3591,assembleay,vay,7996,0.95
3592,anklyfray,ray,8620,0.88
3593,atray,nay,8177,0.93
3594,urstbay,vay,8393,0.91
3595,allayhay,nay,8717,0.87
3596,avecay,nay,8261,0.92
3597,inevitableay,jay,7889,0.96
3598,outhwestsay,nay,8190,0.93
3599,onstermay,nay,8164,0.93
3600,eedspay,vay,7936,0.96
3601,otestpray,vay,7871,0.96
3602,unexpecteday,jay,7829,0.97
3603,obstacleay,nay,8075,0.94
3604,acilitatefay,vay,8946,0.85
3605,encounteray,nay,8073,0.94
3606,ipray,vay,8164,0.93
3607,erbhay,nay,8279,0.91
3608,overwhelmingay,jay,7831,0.97
3609,integrationay,nay,8847,0.85
3610,ystalcray,nay,8035,0.94
3611,ecessionray,nay,8809,0.86
3612,ishay,nay,7789,0.97
3613,optay,vay,8162,0.92
3614,ittenwray,jay,8371,0.90
3615,otivemay,nay,8029,0.94
3616,abellay,vay,7969,0.95
3617,oodflay,nay,7986,0.94
3618,enpay,nay,8117,0.93
3619,ownershipay,nay,8177,0.92
3620,ightmarenay,nay,7895,0.95
3621,oticenay,nay,7762,0.97
3622,inspectionay,nay,8128,0.93
3623,upervisorsay,nay,8049,0.93
3624,onsultcay,vay,7778,0.96
3625,arenaay,nay,8008,0.94
3626,aughlay,nay,8164,0.92
3627,iagnosisday,nay,8454,0.89
3628,ossessionpay,nay,7828,0.96
3629,orgivefay,vay,8003,0.93
3630,armay,vay,7973,0.94
3631,onsistentlycay,ray,8104,0.92
3632,asementbay,nay,7988,0.94
3633,ojectpray,vay,7871,0.95
3634,iftdray,vay,8311,0.90
3635,aindray,vay,8123,0.92
3636,astlay,ray,8415,0.89
3637,osecutionpray,nay,8941,0.83
3638,aximummay,jay,8075,0.92
3639,announcementay,nay,7863,0.95
3640,arrioray,nay,7975,0.93
3641,edictionpray,nay,7996,0.93
3642,acteriabay,nay,8256,0.90
3643,estionnairequay,nay,9123,0.82
3644,udmay,nay,8026,0.93
3645,infrastructureay,nay,7961,0.93
3646,urryhay,vay,8723,0.85
3647,ivilegepray,nay,7923,0.94
3648,empletay,nay,7949,0.94
3649,ediummay,jay,8586,0.87
3650,outdooray,jay,8101,0.92
3651,ucksay,vay,8204,0.91
3652,anday/oray,cay,8481,0.88
3653,oadcastbray,nay,8130,0.91
3654,eray,iay,15773,0.47
3655,eaplay,vay,8376,0.89
3656,andomray,jay,7818,0.95
3657,astpay,ray,7921,0.94
3658,istwray,nay,8250,0.90
3659,urtaincay,nay,8204,0.90
3660,onitormay,nay,7879,0.94
3661,ondpay,nay,7971,0.93
3662,omainday,nay,8641,0.86
3663,uiltgay,nay,7746,0.96
3664,attlecay,nay,7827,0.95
3665,ubjectsay,iay,8087,0.91
3666,alkingay,nay,7847,0.94
3667,ayoffplay,nay,8803,0.84
3668,inimummay,jay,8011,0.92
3669,iscalfay,jay,8005,0.92
3670,irtskay,nay,8167,0.90
3671,umpday,vay,7689,0.96
3672,encehay,ray,8468,0.87
3673,atabaseday,nay,8094,0.91
3674,uncomfortableay,jay,7667,0.96
3675,aimay,nay,7973,0.92
3676,executeay,vay,7671,0.96
3677,imblay,nay,8018,0.92
3678,ideologyay,nay,8485,0.87
3679,averageay,vay,8106,0.91
3680,elcomeay,jay,7798,0.94
3681,unetay,vay,7934,0.92
3682,ontinuingcay,jay,7845,0.94
3683,armhay,nay,7619,0.96
3684,ailroadray,nay,7796,0.94
3685,endureay,vay,7586,0.97
3686,adiationray,nay,7912,0.93
3687,ornhay,nay,7813,0.94
3688,onicchray,jay,8036,0.91
3689,eacefulpay,jay,7704,0.95
3690,innovationay,nay,8099,0.90
3691,ainstray,nay,7713,0.95
3692,uitargay,nay,7712,0.95
3693,eplacementray,nay,7734,0.94
3694,ehavebay,vay,7546,0.97
3695,administeray,vay,8135,0.90
3696,imultaneouslysay,ray,7960,0.92
3697,ancerday,nay,7664,0.95
3698,amendmentay,nay,8132,0.90
3699,uardgay,vay,7659,0.95
3700,adpay,nay,7846,0.93
3701,ansmissiontray,nay,7829,0.93
3702,awaitay,vay,7550,0.96
3703,etiredray,jay,7869,0.92
3704,iggertray,vay,7630,0.95
3705,illspay,vay,7798,0.93
3706,atefulgray,jay,7597,0.96
3707,acegray,nay,7634,0.95
3708,irtualvay,jay,7776,0.93
3709,esponseray,iay,7868,0.92
3710,olonycay,nay,7822,0.93
3711,adoptionay,nay,7986,0.91
3712,ideslay,nay,7780,0.93
3713,indigenousay,jay,8785,0.83
3714,osedclay,jay,7500,0.97
3715,onvictcay,vay,7940,0.91
3716,iviliancay,nay,7889,0.92
3717,oweltay,nay,7978,0.91
3718,odifymay,vay,8997,0.80
3719,articlepay,nay,7925,0.91
3720,awarday,vay,7666,0.94
3721,anceglay,nay,8122,0.89
3722,izepray,nay,7519,0.96
3723,andinglay,nay,7646,0.94
3724,onductcay,nay,7821,0.92
3725,ueblay,nay,7671,0.94
3726,oostbay,vay,7863,0.92
3727,atbay,nay,7694,0.94
3728,alarmay,nay,7631,0.94
3729,estivalfay,nay,7775,0.92
3730,ipgray,nay,7724,0.93
3731,eirday,jay,7709,0.93
3732,undermineay,vay,7762,0.92
3733,eshmanfray,nay,7849,0.91
3734,eatsay,nay,8036,0.89
3735,outeray,jay,7618,0.94
3736,Europeanay,nay,7688,0.93
3737,unkdray,jay,7890,0.91
3738,urveysay,vay,7556,0.95
3739,esearchray,vay,7618,0.94
3740,eparationsay,nay,7760,0.92
3741,aditionallytray,ray,7717,0.93
3742,uffstay,vay,7687,0.93
3743,overngay,vay,7668,0.93
3744,outheastsay,nay,7589,0.94
3745,intelligentay,jay,7373,0.97
3746,ereverwhay,ray,7382,0.97
3747,allotbay,nay,9217,0.77
3748,etoricrhay,nay,7765,0.92
3749,onvincedcay,jay,7389,0.97
3750,ivingdray,jay,7438,0.96
3751,itaminvay,nay,8245,0.86
3752,enthusiasmay,nay,7368,0.97
3753,accommodateay,vay,7571,0.94
3754,aisepray,vay,7379,0.96
3755,injureay,vay,7574,0.94
3756,ildernessay,nay,7916,0.90
3757,earbynay,ray,7545,0.94
3758,endlessay,jay,7458,0.95
3759,andatemay,nay,7704,0.92
3760,ausepay,nay,8140,0.87
3761,excuseay,nay,7388,0.96
3762,espectivelyray,ray,8223,0.86
3763,uncertaintyay,nay,7671,0.92
3764,aoschay,nay,7304,0.97
3765,ortshay,ray,7495,0.95
3766,echanicalmay,jay,7835,0.90
3767,anvascay,nay,7795,0.91
3768,ortyfay,may,7692,0.92
3769,attermay,day,7396,0.96
3770,obbylay,nay,7556,0.94
3771,ofoundpray,jay,7477,0.95
3772,ormatfay,nay,7910,0.90
3773,aittray,nay,7980,0.89
3774,urrencycay,nay,7753,0.91
3775,urkeytay,nay,7757,0.91
3776,eserveray,nay,7585,0.93
3777,eambay,nay,7625,0.93
3778,abuseay,vay,7554,0.94
3779,astronomeray,nay,8157,0.87
3780,orruptioncay,nay,7518,0.94
3781,ontractorcay,nay,7634,0.92
3782,apologizeay,vay,7485,0.94
3783,octrineday,nay,8081,0.87
3784,enuinegay,jay,7336,0.96
3785,umbthay,nay,7659,0.92
3786,unityay,nay,7810,0.90
3787,ompromisecay,nay,7469,0.94
3788,orriblehay,jay,7538,0.93
3789,ehavioralbay,jay,8320,0.85
3790,exclusiveay,jay,7402,0.95
3791,atterscay,vay,7461,0.94
3792,ommonlycay,ray,7861,0.89
3793,onveycay,vay,7529,0.93
3794,ushray,nay,7458,0.94
3795,isttay,vay,7875,0.89
3796,omplexitycay,nay,7813,0.90
3797,orkfay,nay,7742,0.91
3798,iskday,nay,7898,0.89
3799,elieveray,vay,7352,0.95
3800,uspicionsay,nay,7187,0.97
3801,ocklay,nay,7605,0.92
3802,inishfay,nay,7585,0.92
3803,esidenceray,nay,7332,0.95
3804,ameshay,nay,7347,0.95
3805,eaningfulmay,jay,7719,0.90
3806,idewalksay,nay,7668,0.91
3807,Olympicsay,nay,8039,0.87
3808,echnologicaltay,jay,7780,0.90
3809,ignaturesay,nay,7349,0.95
3810,easantplay,jay,7425,0.94
3811,oway,uay,8016,0.87
3812,uspendsay,vay,7228,0.96
3813,ebelray,nay,7525,0.92
3814,ozenfray,jay,7474,0.93
3815,esireday,vay,7454,0.93
3816,ousespay,nay,7510,0.93
3817,uidflay,nay,7464,0.93
3818,ensionpay,nay,7660,0.91
3819,esumeray,vay,7243,0.96
3820,eoreticalthay,jay,8320,0.83
3821,odiumsay,nay,7998,0.87
3822,owblay,nay,7324,0.95
3823,omotionpray,nay,7416,0.94
3824,elicateday,jay,7332,0.95
3825,oreheadfay,nay,8123,0.85
3826,ebuildray,vay,7474,0.93
3827,ouncebay,vay,7451,0.93
3828,electricalay,jay,7347,0.94
3829,ookhay,nay,7382,0.94
3830,etectiveday,nay,7441,0.93
3831,avelertray,nay,7336,0.94
3832,ickclay,vay,7549,0.92
3833,ompensationcay,nay,7512,0.92
3834,ignalsay,vay,7171,0.97
3835,exitay,nay,7333,0.94
3836,attractionay,nay,7280,0.95
3837,edicateday,vay,7226,0.96
3838,altogetheray,ray,7147,0.97
3839,ickuppay,nay,7415,0.93
3840,arvecay,vay,7294,0.95
3841,eedlenay,nay,7378,0.94
3842,ellybay,nay,7784,0.89
3843,ipshay,vay,7264,0.95
3844,arescay,vay,7367,0.94
3845,ortfoliopay,nay,7663,0.90
3846,uttleshay,nay,7593,0.91
3847,invisibleay,jay,7355,0.94
3848,imingtay,nay,7345,0.94
3849,engagementay,nay,7675,0.90
3850,ankleay,nay,7397,0.93
3851,ansactiontray,nay,7418,0.93
3852,escueray,vay,7187,0.96
3853,ounterpartcay,nay,7484,0.92
3854,istoricallyhay,ray,7426,0.92
3855,irmlyfay,ray,7189,0.95
3856,ildmay,jay,7211,0.95
3857,iderray,nay,7450,0.92
3858,ollday,nay,7351,0.93
3859,oonnay,nay,7425,0.92
3860,exhibitay,nay,7326,0.93
3861,amiday,iay,7264,0.94
3862,identicalay,jay,7247,0.94
3863,ecisepray,jay,7211,0.95
3864,anxiousay,jay,7096,0.96
3865,ucturalstray,jay,7870,0.87
3866,esidentialray,jay,7415,0.92
3867,oudlay,ray,7541,0.90
3868,iagnoseday,vay,7255,0.94
3869,arbohydratecay,nay,8057,0.85
3870,ibertylay,nay,7442,0.91
3871,osterpay,nay,7069,0.96
3872,eologythay,nay,7866,0.86
3873,onprofitnay,jay,7482,0.91
3874,awlcray,vay,7596,0.90
3875,oxygenay,nay,7191,0.94
3876,andsomehay,jay,7512,0.90
3877,agicmay,nay,7415,0.92
3878,umsay,nay,7217,0.94
3879,ovidedpray,cay,7431,0.91
3880,usinessmanbay,nay,7190,0.94
3881,omisingpray,jay,7075,0.96
3882,onsciouscay,jay,7152,0.95
3883,eterminationday,nay,7170,0.94
3884,onorday,nay,7231,0.94
3885,ershay,pay,7770,0.87
3886,astorpay,nay,7260,0.93
3887,azzjay,nay,7220,0.94
3888,operaay,nay,7332,0.92
3889,Apanesejay,nay,7419,0.91
3890,itebay,nay,7160,0.94
3891,amefray,vay,7063,0.95
3892,evilay,jay,7045,0.96
3893,acquisitionay,nay,7338,0.92
3894,itpay,nay,7132,0.94
3895,ughay,vay,7478,0.90
3896,ildlifeay,nay,7361,0.91
3897,unishpay,vay,6955,0.97
3898,iantgay,nay,7102,0.95
3899,imarypray,nay,7823,0.86
3900,equityay,nay,7277,0.92
3901,ongwray,ray,7038,0.95
3902,oorayday,nay,7914,0.85
3903,epartureday,nay,7008,0.96
3904,elevatoray,nay,7535,0.89
3905,eenagetay,jay,7030,0.95
3906,uidancegay,nay,7399,0.91
3907,appinesshay,nay,7036,0.95
3908,atuestay,nay,7058,0.95
3909,ursuitpay,nay,7070,0.95
3910,epairray,nay,7088,0.95
